symbol,entry_date,entry_price,exit_date,exit_price,qty,pnl_rs,pnl_pct,hold_days,status
BAFNAPH,2020-04-30,20.350000381469727,2021-11-30,117.1500015258789,16547.53213092036,1601801.1292102386,4.7567567238255775,579,closed
LALPATHLAB,2020-04-30,758.9256591796875,2020-07-31,905.2933959960938,443.70918429690744,64944.709110192045,0.1928617579943379,92,closed
EPL,2020-04-30,158.337158203125,2020-05-31,150.506103515625,2126.7420042023077,-16654.632941111628,-0.04945809800030532,31,closed
NESTLEIND,2020-04-30,833.5582275390625,2020-07-31,771.1845703125,403.9817184346985,-25197.81723144357,-0.07482819455901724,92,closed
HINDUNILVR,2020-04-30,1963.503662109375,2020-05-31,1840.37109375,171.50071663979102,-21117.32371533087,-0.06271063850580993,31,closed
TIMKEN,2020-04-30,847.3690795898438,2020-06-30,892.4544677734375,397.39741900849975,17916.81689915647,0.05320631737638659,61,closed
ALKEM,2020-04-30,2446.641357421875,2020-06-30,2229.122802734375,137.63451032784425,-29938.059761634475,-0.08890496109193058,61,closed
IGL,2020-04-30,212.545654296875,2020-06-30,197.2284698486328,1584.3291940764132,-24267.462492403312,-0.07206538519412764,61,closed
RITES,2020-04-30,87.93012237548828,2020-05-31,86.59524536132812,3829.6578701280578,-5112.122262931485,-0.015181111752123222,31,closed
RALLIS,2020-05-31,197.01806640625,2020-06-30,254.4936370849609,1713.7670025996897,98499.736484761,0.29172741224754817,30,closed
PFIZER,2020-05-31,3712.6904296875,2020-06-30,3643.9267578125,90.94296104602648,-6253.571932709872,-0.018521251145840356,30,closed
SRF,2020-05-31,683.435791015625,2020-06-30,706.6699829101562,494.03772170209083,11478.567229163404,0.03399615911248066,30,closed
PIIND,2020-05-31,1513.265869140625,2020-06-30,1478.6099853515625,223.1221016798398,-7732.493626587915,-0.02290138467785796,30,closed
GRANULES,2020-05-31,167.81393432617188,2021-03-31,298.2755432128906,2012.0084930895255,262489.86510220205,0.777418212680401,304,closed
MUTHOOTFIN,2020-05-31,788.993896484375,2020-06-30,993.3193359375,427.9412839915578,87439.29091170961,0.2589696071966654,30,closed
ATUL,2020-05-31,4418.609375,2020-06-30,4456.111328125,76.41387424590472,2865.6695300695637,0.008487275054722465,30,closed
WHIRLPOOL,2020-05-31,1911.081787109375,2020-06-30,2038.985595703125,176.6764056883881,22597.585176199314,0.06692743840503668,30,closed
DRREDDY,2020-06-30,754.8948364257812,2020-07-31,870.70947265625,480.4458445046983,55642.66070975199,0.15341823872954152,31,closed
DIVISLAB,2020-06-30,2201.5390625,2020-07-31,2527.72705078125,164.74206312149892,53736.88215490444,0.14816361600726768,31,closed
ALKYLAMINE,2020-06-30,818.1334838867188,2021-12-31,3469.5693359375,443.3091840659087,1175405.8641757292,3.2408352723256924,549,closed
POLYMED,2020-06-30,291.3712463378906,2021-04-30,982.5366821289062,1244.7559316756644,860332.2759700622,2.372112706651572,304,closed
GMMPFAUDLR,2020-06-30,1353.0240478515625,2021-02-28,1361.9686279296875,268.05590615682104,2397.647518034046,0.006610806431953664,243,closed
ESCORTS,2020-06-30,993.3453369140624,2021-02-28,1254.8992919921875,365.11580990106137,95497.48414117548,0.26330616892074166,243,closed
COROMANDEL,2020-06-30,702.6000366210938,2020-11-30,782.5035400390625,516.2056195485428,41246.63748597167,0.11372544727187384,153,closed
APLLTD,2020-06-30,856.9652099609375,2020-10-31,905.5966186523438,423.2214831864092,20581.856915821387,0.05674840486654409,123,closed
AMBER,2020-06-30,1437.8499755859375,2021-02-28,3232.699951171875,252.24195385963165,452736.46472670906,1.2482873777248695,243,closed
TORNTPHARM,2020-06-30,1102.7359619140625,2020-07-31,1238.24755859375,328.89658061871125,44569.300782131126,0.12288671210511226,31,closed
BHARATRAS,2020-06-30,1863.253662109375,2020-09-30,2261.99560546875,194.6520189785788,77615.92432634447,0.21400303751876826,92,closed
MCX,2020-06-30,240.19805908203125,2020-09-30,328.0901794433594,1509.945952872824,132712.35142899852,0.36591519805458406,92,closed
ASTRAZEN,2020-06-30,3494.878662109375,2020-08-31,3498.980224609375,103.7764461270072,425.64557981780297,0.0011735922464113369,62,closed
BALKRISIND,2020-07-31,1257.7532958984375,2020-09-30,1408.2637939453125,316.0264598510264,47565.29986816873,0.11966615276437209,61,closed
GUJENERGY,2020-07-31,275.83758544921875,2020-08-31,310.3590087890625,1441.0049334698795,49745.54134311709,0.12515126712562918,31,closed
