date,symbol,action,source
2020-06-26,DHANUKA,IN,nse_inclexcl
2022-05-04,DHANUKA,OUT,snapshot_diff
1998-08-01,DICIND,IN,nse_inclexcl
2009-03-27,DICIND,OUT,nse_inclexcl
1998-08-01,DIGITALEQP,IN,nse_inclexcl
2004-04-12,DIGITALEQP,OUT,nse_inclexcl
1998-08-01,DIGJAMLMTD,IN,nse_inclexcl
2005-09-26,DIGJAMLMTD,OUT,nse_inclexcl
2012-04-27,DISAQ,IN,nse_inclexcl
2012-09-28,DISAQ,OUT,nse_inclexcl
2011-08-29,DISHTV,IN,nse_inclexcl
2013-09-27,DISHTV,OUT,nse_inclexcl
2016-04-01,DISHTV,IN,nse_inclexcl
2022-05-04,DISHTV,OUT,snapshot_diff
2003-11-21,DIVISLAB,IN,nse_inclexcl
2018-04-02,DIXON,IN,nse_inclexcl
2007-12-07,DLF,IN,nse_inclexcl
2017-09-29,DMART,IN,nse_inclexcl
2026-05-30,DOMS,IN,snapshot_diff
2007-09-24,DONEAR,IN,nse_inclexcl
2010-04-08,DONEAR,OUT,nse_inclexcl
1998-08-01,DRBECK,IN,nse_inclexcl
2002-04-23,DRBECK,OUT,nse_inclexcl
2013-04-01,DRDATSONS,IN,nse_inclexcl
2014-03-28,DRDATSONS,OUT,nse_inclexcl
2004-08-27,DREDGECORP,IN,nse_inclexcl
2019-03-29,DREDGECORP,OUT,nse_inclexcl
1998-08-01,DRREDDY,IN,nse_inclexcl
2026-05-30,DUMMYVEDL1,IN,snapshot_diff
2026-07-25,DUMMYVEDL1,OUT,snapshot_diff
2026-05-30,DUMMYVEDL2,IN,snapshot_diff
2026-07-25,DUMMYVEDL2,OUT,snapshot_diff
2026-05-30,DUMMYVEDL3,IN,snapshot_diff
2026-07-25,DUMMYVEDL3,OUT,snapshot_diff
2026-05-30,DUMMYVEDL4,IN,snapshot_diff
2026-07-25,DUMMYVEDL4,OUT,snapshot_diff
2005-09-26,DWARKESH,IN,nse_inclexcl
2011-03-25,DWARKESH,OUT,nse_inclexcl
2009-03-27,DYNAMATECH,IN,nse_inclexcl
2014-03-28,DYNAMATECH,OUT,nse_inclexcl
2015-02-02,DYNAMATECH,IN,nse_inclexcl
2017-03-31,DYNAMATECH,OUT,nse_inclexcl
1999-05-26,E-SERVEINT,IN,nse_inclexcl
2004-12-10,E-SERVEINT,OUT,nse_inclexcl
2022-05-04,EASEMYTRIP,IN,snapshot_diff
2026-05-30,EASEMYTRIP,OUT,snapshot_diff
2011-10-10,ECLERX,IN,nse_inclexcl
2008-05-21,EDELWEISS,IN,nse_inclexcl
2024-02-26,EDELWEISS,OUT,snapshot_diff
2002-04-23,EICHERMOT,IN,nse_inclexcl
1998-08-01,EIDPARRY,IN,nse_inclexcl
1998-08-01,EIHOTEL,IN,nse_inclexcl
2009-10-22,EKC,IN,nse_inclexcl
2012-09-28,EKC,OUT,nse_inclexcl
1998-08-01,ELECON,IN,nse_inclexcl
2002-03-29,ELECON,OUT,nse_inclexcl
2026-05-30,ELECON,IN,snapshot_diff
1998-08-01,ELECTCAST,IN,nse_inclexcl
2016-09-30,ELECTCAST,OUT,nse_inclexcl
1998-08-01,ELGIEQUIP,IN,nse_inclexcl
2016-09-30,ELGIEQUIP,OUT,nse_inclexcl
2018-09-28,ELGIEQUIP,IN,nse_inclexcl
1999-09-08,ELGIRUBCO,IN,nse_inclexcl
2008-04-23,ELGIRUBCO,OUT,nse_inclexcl
2011-03-25,EMAMILTD,IN,nse_inclexcl
2007-09-10,EMBDL,IN,nse_inclexcl
2011-04-21,EMBDL,OUT,nse_inclexcl
2011-06-21,EMBDL,IN,nse_inclexcl
2011-12-07,EMBDL,OUT,nse_inclexcl
2012-03-09,EMBDL,IN,nse_inclexcl
2026-05-30,EMCURE,IN,snapshot_diff
2026-05-30,EMMVEE,IN,snapshot_diff
2017-03-31,ENDURANCE,IN,nse_inclexcl
2000-12-13,ENGINERSIN,IN,nse_inclexcl
2007-04-04,ENIL,IN,nse_inclexcl
2016-04-01,ENIL,OUT,nse_inclexcl
2026-05-30,ENRIN,IN,snapshot_diff
2024-02-26,EPIGRAL,IN,snapshot_diff
2026-05-30,EPIGRAL,OUT,snapshot_diff
1998-08-01,EPL,IN,nse_inclexcl
2018-04-02,EPL,OUT,nse_inclexcl
2019-03-29,EPL,IN,nse_inclexcl
2022-05-04,EPL,IN,snapshot_diff
2026-05-30,EPL,OUT,snapshot_diff
2022-10-09,EQUITAS,OUT,snapshot_diff
2022-05-04,EQUITASBNK,IN,snapshot_diff
2026-05-30,EQUITASBNK,OUT,snapshot_diff
2006-11-08,ERAINFRA,IN,nse_inclexcl
2014-09-19,ERAINFRA,OUT,nse_inclexcl
2018-03-13,ERIS,IN,nse_inclexcl
2022-10-09,ERIS,OUT,snapshot_diff
2024-02-26,ERIS,IN,snapshot_diff
1998-08-01,ESABINDIA,IN,nse_inclexcl
2016-04-01,ESABINDIA,OUT,nse_inclexcl
2020-06-26,ESABINDIA,IN,nse_inclexcl
2022-05-04,ESABINDIA,OUT,snapshot_diff
1998-08-01,ESCORTS,IN,nse_inclexcl
1998-08-01,ESSARPORTS,IN,nse_inclexcl
2001-12-07,ESSARPORTS,OUT,nse_inclexcl
2008-09-10,ESSARPORTS,IN,nse_inclexcl
2011-05-18,ESSARPORTS,OUT,nse_inclexcl
2022-05-04,ESSELPACK,OUT,snapshot_diff
2026-05-30,ETERNAL,IN,snapshot_diff
1999-02-03,EVEREADY,IN,nse_inclexcl
2005-03-15,EVEREADY,OUT,nse_inclexcl
2015-09-28,EVEREADY,IN,nse_inclexcl
2019-03-29,EVEREADY,OUT,nse_inclexcl
1998-08-01,EVERESTIND,IN,nse_inclexcl
2011-10-10,EVERESTIND,OUT,nse_inclexcl
1998-08-01,EXIDEIND,IN,nse_inclexcl
2003-04-01,FACT,IN,nse_inclexcl
2006-03-02,FACT,OUT,nse_inclexcl
2022-05-04,FACT,IN,snapshot_diff
2011-11-22,FCONSUMER,IN,nse_inclexcl
2013-06-11,FCONSUMER,OUT,nse_inclexcl
2015-03-27,FCONSUMER,IN,nse_inclexcl
2022-05-04,FCONSUMER,OUT,snapshot_diff
1998-08-01,FDC,IN,nse_inclexcl
2017-09-29,FDC,OUT,nse_inclexcl
2018-09-28,FDC,IN,nse_inclexcl
2026-05-30,FDC,OUT,snapshot_diff
2003-04-01,FEL,IN,nse_inclexcl
2010-09-17,FEL,OUT,nse_inclexcl
2011-03-25,FEL,IN,nse_inclexcl
2013-04-17,FEL,OUT,nse_inclexcl
2013-11-18,FEL,IN,nse_inclexcl
2015-12-14,FEL,OUT,nse_inclexcl
2017-03-16,FEL,IN,nse_inclexcl
2017-10-30,FEL,OUT,nse_inclexcl
2018-06-29,FEL,IN,nse_inclexcl
1998-08-01,FGPIND,IN,nse_inclexcl
1999-12-08,FGPIND,OUT,nse_inclexcl
1998-08-01,FINCABLES,IN,nse_inclexcl
2019-03-29,FINEORG,IN,nse_inclexcl
2026-05-30,FINEORG,OUT,snapshot_diff
1998-08-01,FINPIPE,IN,nse_inclexcl
2026-05-30,FINPIPE,OUT,snapshot_diff
2026-05-30,FIRSTCRY,IN,snapshot_diff
2023-04-04,FIVESTAR,IN,snapshot_diff
2005-04-13,FKONCO,IN,nse_inclexcl
2013-11-18,FKONCO,OUT,nse_inclexcl
2001-08-31,FLEXCHEM,IN,nse_inclexcl
2006-12-15,FLEXCHEM,OUT,nse_inclexcl
2012-09-28,FLEXITUFF,IN,nse_inclexcl
2016-04-01,FLEXITUFF,OUT,nse_inclexcl
2015-09-28,FLFL,IN,nse_inclexcl
2017-03-31,FLFL,OUT,nse_inclexcl
2017-09-29,FLFL,IN,nse_inclexcl
2020-06-26,FLFL,OUT,nse_inclexcl
1998-08-01,FLUOROCHEM,IN,nse_inclexcl
2019-06-28,FLUOROCHEM,OUT,nse_inclexcl
2020-06-26,FLUOROCHEM,IN,nse_inclexcl
1998-08-01,FMGOETZE,IN,nse_inclexcl
2016-04-01,FMGOETZE,OUT,nse_inclexcl
2017-03-31,FMGOETZE,IN,nse_inclexcl
2017-09-29,FMGOETZE,OUT,nse_inclexcl
2019-09-27,FMGOETZE,IN,nse_inclexcl
2020-06-26,FMGOETZE,OUT,nse_inclexcl
1998-08-01,FORCEMOT,IN,nse_inclexcl
2001-04-25,FORCEMOT,OUT,nse_inclexcl
2026-05-30,FORCEMOT,IN,snapshot_diff
2008-09-10,FORTIS,IN,nse_inclexcl
2018-02-05,FORTIS,OUT,nse_inclexcl
2018-12-28,FORTIS,IN,nse_inclexcl
1998-08-01,FOSECOIND,IN,nse_inclexcl
2009-03-27,FOSECOIND,OUT,nse_inclexcl
2022-05-04,FRETAIL,OUT,snapshot_diff
2007-12-26,FSL,IN,nse_inclexcl
2000-05-24,FSS,IN,nse_inclexcl
2006-02-03,FSS,OUT,nse_inclexcl
2013-04-01,GABRIEL,IN,nse_inclexcl
2016-04-01,GABRIEL,OUT,nse_inclexcl
2026-05-30,GABRIEL,IN,snapshot_diff
2003-05-02,GAEL,IN,nse_inclexcl
2012-09-28,GAEL,OUT,nse_inclexcl
2022-05-04,GAEL,IN,snapshot_diff
2026-05-30,GAEL,OUT,snapshot_diff
1998-08-01,GAIL,IN,nse_inclexcl
2018-09-28,GALAXYSURF,IN,nse_inclexcl
2026-05-30,GALAXYSURF,OUT,snapshot_diff
2026-05-30,GALLANTT,IN,snapshot_diff
1998-08-01,GANESHBE,IN,nse_inclexcl
2002-04-23,GANESHBE,OUT,nse_inclexcl
1998-08-01,GARFIBRES,IN,nse_inclexcl
2002-09-19,GARFIBRES,OUT,nse_inclexcl
2019-09-27,GARFIBRES,IN,nse_inclexcl
2024-02-26,GARFIBRES,OUT,snapshot_diff
2005-09-26,GATEWAY,IN,nse_inclexcl
2019-09-27,GATEWAY,OUT,nse_inclexcl
2015-12-14,GAYAPROJ,IN,nse_inclexcl
2017-11-20,GAYAPROJ,OUT,nse_inclexcl
2018-09-28,GAYAPROJ,IN,nse_inclexcl
2020-06-26,GAYAPROJ,OUT,nse_inclexcl
2012-09-28,GBGLOBAL,IN,nse_inclexcl
2015-12-14,GBGLOBAL,OUT,nse_inclexcl
2013-04-17,GEODESIC,IN,nse_inclexcl
2013-09-27,GEODESIC,OUT,nse_inclexcl
2007-04-04,GEOJITFSL,IN,nse_inclexcl
2016-04-01,GEOJITFSL,OUT,nse_inclexcl
2002-03-29,GEOMETRIC,IN,nse_inclexcl
2016-04-01,GEOMETRIC,OUT,nse_inclexcl
2002-03-29,GEORGWILIM,IN,nse_inclexcl
2006-07-14,GEORGWILIM,OUT,nse_inclexcl
2022-05-04,GEPIL,OUT,snapshot_diff
2022-05-04,GET&D,OUT,snapshot_diff
1998-08-01,GHCL,IN,nse_inclexcl
2016-04-01,GHCL,OUT,nse_inclexcl
2017-03-31,GHCL,IN,nse_inclexcl
2022-05-04,GHCL,OUT,snapshot_diff
2018-04-02,GICRE,IN,nse_inclexcl
1998-08-01,GILLETTE,IN,nse_inclexcl
2022-05-04,GILLETTE,OUT,snapshot_diff
2024-02-26,GILLETTE,IN,snapshot_diff
1998-08-01,GIPCL,IN,nse_inclexcl
2016-04-01,GIPCL,OUT,nse_inclexcl
2022-05-04,GLAND,IN,snapshot_diff
1998-08-01,GLAXO,IN,nse_inclexcl
2001-04-25,GLENMARK,IN,nse_inclexcl
1998-08-01,GLFL,IN,nse_inclexcl
2001-04-25,GLFL,OUT,nse_inclexcl
2016-04-01,GLOBOFFS,IN,nse_inclexcl
2016-09-30,GLOBOFFS,OUT,nse_inclexcl
2022-05-04,GLS,IN,snapshot_diff
2022-10-09,GLS,OUT,snapshot_diff
2024-02-26,GLS,IN,snapshot_diff
2026-05-30,GLS,OUT,snapshot_diff
1999-05-26,GMDCLTD,IN,nse_inclexcl
2022-05-04,GMDCLTD,OUT,snapshot_diff
2026-05-30,GMDCLTD,IN,snapshot_diff
2020-06-26,GMMPFAUDLR,IN,nse_inclexcl
2026-05-30,GMMPFAUDLR,OUT,snapshot_diff
2006-12-15,GMRAIRPORT,IN,nse_inclexcl
2026-05-30,GMRAIRPORT,IN,snapshot_diff
2022-05-04,GMRINFRA,OUT,snapshot_diff
2022-10-09,GMRINFRA,IN,snapshot_diff
2026-05-30,GMRINFRA,OUT,snapshot_diff
1998-08-01,GNFC,IN,nse_inclexcl
2016-04-01,GNFC,OUT,nse_inclexcl
2017-03-31,GNFC,IN,nse_inclexcl
2026-05-30,GNFC,OUT,snapshot_diff
2022-05-04,GOCOLORS,IN,snapshot_diff
2026-05-30,GOCOLORS,OUT,snapshot_diff
1998-08-01,GODAVRFERT,IN,nse_inclexcl
2002-09-19,GODAVRFERT,OUT,nse_inclexcl
2003-04-01,GODAVRFERT,IN,nse_inclexcl
2008-02-15,GODAVRFERT,OUT,nse_inclexcl
1998-08-01,GODFRYPHLP,IN,nse_inclexcl
2026-05-30,GODIGIT,IN,snapshot_diff
2018-04-02,GODREJAGRO,IN,nse_inclexcl
2024-02-26,GODREJAGRO,OUT,snapshot_diff
2002-11-11,GODREJCP,IN,nse_inclexcl
1998-08-01,GODREJIND,IN,nse_inclexcl
2002-07-18,GODREJIND,OUT,nse_inclexcl
2004-03-15,GODREJIND,IN,nse_inclexcl
2011-03-25,GODREJPROP,IN,nse_inclexcl
2006-03-02,GOKEX,IN,nse_inclexcl
2011-03-25,GOKEX,OUT,nse_inclexcl
1998-08-01,GOLDENTOBC,IN,nse_inclexcl
1999-05-26,GOLDENTOBC,OUT,nse_inclexcl
1998-08-01,GOODYEAR,IN,nse_inclexcl
2002-09-19,GOODYEAR,OUT,nse_inclexcl
2024-02-26,GPIL,IN,snapshot_diff
2011-10-10,GPPL,IN,nse_inclexcl
2026-05-30,GPPL,OUT,snapshot_diff
2016-04-01,GRANULES,IN,nse_inclexcl
2002-09-19,GRAPHITE,IN,nse_inclexcl
2016-04-01,GRAPHITE,OUT,nse_inclexcl
2018-04-02,GRAPHITE,IN,nse_inclexcl
1998-08-01,GRASIM,IN,nse_inclexcl
2010-05-26,GRASIM,OUT,nse_inclexcl
2010-08-31,GRASIM,IN,nse_inclexcl
2017-05-26,GRASIM,OUT,nse_inclexcl
2018-04-02,GRASIM,IN,nse_inclexcl
2026-05-30,GRAVITA,IN,snapshot_diff
1998-08-01,GREAVESCOT,IN,nse_inclexcl
2002-09-19,GREAVESCOT,OUT,nse_inclexcl
2006-03-02,GREAVESCOT,IN,nse_inclexcl
2022-05-04,GREAVESCOT,OUT,snapshot_diff
2022-10-09,GREENPANEL,IN,snapshot_diff
2024-02-26,GREENPANEL,OUT,snapshot_diff
2016-04-01,GREENPLY,IN,nse_inclexcl
2019-03-29,GREENPLY,OUT,nse_inclexcl
1998-08-01,GRINDWELL,IN,nse_inclexcl
2002-04-23,GRINDWELL,OUT,nse_inclexcl
2016-04-01,GRINDWELL,IN,nse_inclexcl
2017-09-29,GRINDWELL,OUT,nse_inclexcl
2018-09-28,GRINDWELL,IN,nse_inclexcl
2026-05-30,GRINDWELL,OUT,snapshot_diff
2022-05-04,GRINFRA,IN,snapshot_diff
2026-05-30,GRINFRA,OUT,snapshot_diff
2026-05-30,GROWW,IN,snapshot_diff
2020-06-26,GRSE,IN,nse_inclexcl
2022-05-04,GRSE,OUT,snapshot_diff
2026-05-30,GRSE,IN,snapshot_diff
1998-08-01,GSFC,IN,nse_inclexcl
2026-05-30,GSFC,OUT,snapshot_diff
1998-08-01,GSKCONS,IN,nse_inclexcl
2019-09-27,GSKCONS,OUT,nse_inclexcl
2002-04-23,GSLNOVA,IN,nse_inclexcl
2007-09-24,GSLNOVA,OUT,nse_inclexcl
2026-05-30,GSPL,OUT,snapshot_diff
1998-08-01,GTL,IN,nse_inclexcl
2013-04-01,GTL,OUT,nse_inclexcl
2007-09-24,GTLINFRA,IN,nse_inclexcl
2012-09-28,GTLINFRA,OUT,nse_inclexcl
2013-04-01,GTLINFRA,IN,nse_inclexcl
2016-04-01,GTLINFRA,OUT,nse_inclexcl
1998-08-01,GTNIND,IN,nse_inclexcl
2007-04-04,GTNIND,OUT,nse_inclexcl
2009-10-22,GTOFFSHORE,IN,nse_inclexcl
2014-09-19,GTOFFSHORE,OUT,nse_inclexcl
1998-08-01,GUJALKALI,IN,nse_inclexcl
1998-08-01,GUJALKALI,IN,nse_inclexcl
2000-09-03,GUJALKALI,OUT,nse_inclexcl
2016-04-01,GUJALKALI,OUT,nse_inclexcl
2017-03-31,GUJALKALI,IN,nse_inclexcl
2026-05-30,GUJALKALI,OUT,snapshot_diff
1998-08-01,GUJENERGY,IN,nse_inclexcl
2015-02-02,GUJENERGY,OUT,nse_inclexcl
2016-04-01,GUJENERGY,IN,nse_inclexcl
2026-05-30,GUJGASLTD,OUT,snapshot_diff
2015-03-27,GULFOILLUB,IN,nse_inclexcl
2016-04-01,GULFOILLUB,OUT,nse_inclexcl
2016-04-29,GULFOILLUB,IN,nse_inclexcl
2022-05-04,GULFOILLUB,OUT,snapshot_diff
2009-02-25,GVKPIL,IN,nse_inclexcl
2019-03-29,GVKPIL,OUT,nse_inclexcl
2002-03-29,GVPIL,IN,nse_inclexcl
1999-02-03,GVT&D,IN,nse_inclexcl
2002-09-19,GVT&D,OUT,nse_inclexcl
2009-03-27,GVT&D,IN,nse_inclexcl
2011-12-14,GVT&D,OUT,nse_inclexcl
2012-04-27,GVT&D,IN,nse_inclexcl
2026-05-30,GVT&D,IN,snapshot_diff
2018-09-28,HAL,IN,nse_inclexcl
2022-05-04,HAPPSTMNDS,IN,snapshot_diff
2026-05-30,HAPPSTMNDS,OUT,snapshot_diff
1998-08-01,HARRMALAYA,IN,nse_inclexcl
2010-08-31,HARRMALAYA,OUT,nse_inclexcl
2011-01-20,HATHWAY,IN,nse_inclexcl
2019-12-27,HATHWAY,OUT,nse_inclexcl
2020-06-26,HATHWAY,IN,nse_inclexcl
2022-10-09,HATHWAY,OUT,snapshot_diff
2018-02-05,HATSUN,IN,nse_inclexcl
2023-04-04,HATSUN,OUT,snapshot_diff
2002-04-23,HAVELLS,IN,nse_inclexcl
1998-08-01,HBLENGINE,IN,nse_inclexcl
2004-12-10,HBLENGINE,OUT,nse_inclexcl
2026-05-30,HBLENGINE,IN,snapshot_diff
1998-08-01,HCC,IN,nse_inclexcl
2019-03-29,HCC,OUT,nse_inclexcl
1998-08-01,HCL-INSYS,IN,nse_inclexcl
2019-03-29,HCL-INSYS,OUT,nse_inclexcl
2001-04-25,HCLTECH,IN,nse_inclexcl
2026-05-30,HDBFS,IN,snapshot_diff
2024-02-26,HDFC,OUT,snapshot_diff
2019-03-29,HDFCAMC,IN,nse_inclexcl
1998-08-01,HDFCBANK,IN,nse_inclexcl
2018-09-28,HDFCLIFE,IN,nse_inclexcl
2008-04-23,HDIL,IN,nse_inclexcl
2018-09-28,HDIL,OUT,nse_inclexcl
1998-08-01,HEIDELBERG,IN,nse_inclexcl
2004-12-10,HEIDELBERG,OUT,nse_inclexcl
2016-04-01,HEIDELBERG,IN,nse_inclexcl
2022-05-04,HEIDELBERG,OUT,snapshot_diff
2022-05-04,HEMIPROP,IN,snapshot_diff
2022-10-09,HEMIPROP,OUT,snapshot_diff
2002-09-19,HERITGFOOD,IN,nse_inclexcl
2011-10-10,HERITGFOOD,OUT,nse_inclexcl
2013-04-01,HERITGFOOD,IN,nse_inclexcl
2016-04-01,HERITGFOOD,OUT,nse_inclexcl
2017-09-29,HERITGFOOD,IN,nse_inclexcl
2022-05-04,HERITGFOOD,OUT,snapshot_diff
1998-08-01,HEROMOTOCO,IN,nse_inclexcl
2022-05-04,HEXAWARE,OUT,snapshot_diff
2003-04-01,HEXT,IN,nse_inclexcl
2026-05-30,HEXT,IN,snapshot_diff
2022-05-04,HGS,IN,snapshot_diff
2024-02-26,HGS,OUT,snapshot_diff
2003-04-01,HIKAL,IN,nse_inclexcl
2011-10-10,HIKAL,OUT,nse_inclexcl
2022-05-04,HIKAL,IN,snapshot_diff
2024-02-26,HIKAL,OUT,snapshot_diff
1998-08-01,HIMATSEIDE,IN,nse_inclexcl
2022-05-04,HIMATSEIDE,OUT,snapshot_diff
1998-08-01,HINDALCO,IN,nse_inclexcl
2013-04-01,HINDCOPPER,IN,nse_inclexcl
1998-08-01,HINDOILEXP,IN,nse_inclexcl
2015-09-28,HINDOILEXP,OUT,nse_inclexcl
1998-08-01,HINDPETRO,IN,nse_inclexcl
1998-08-01,HINDUNILVR,IN,nse_inclexcl
1998-08-01,HINDZINC,IN,nse_inclexcl
2003-04-01,HINDZINC,OUT,nse_inclexcl
2007-03-15,HINDZINC,IN,nse_inclexcl
2006-03-02,HINVDIR,IN,nse_inclexcl
2010-07-08,HINVDIR,OUT,nse_inclexcl
2022-05-04,HLEGLAS,IN,snapshot_diff
2026-05-30,HLEGLAS,OUT,snapshot_diff
1998-08-01,HLVLTD,IN,nse_inclexcl
2015-09-28,HLVLTD,OUT,nse_inclexcl
2016-04-01,HLVLTD,IN,nse_inclexcl
2016-09-30,HLVLTD,OUT,nse_inclexcl
2002-10-11,HMT,IN,nse_inclexcl
2011-03-25,HMT,OUT,nse_inclexcl
2016-04-01,HMT,IN,nse_inclexcl
2016-09-30,HMT,OUT,nse_inclexcl
2016-04-01,HMVL,IN,nse_inclexcl
2017-09-29,HMVL,OUT,nse_inclexcl
2022-05-04,HOMEFIRST,IN,snapshot_diff
2026-05-30,HONASA,IN,snapshot_diff
1998-08-01,HONAUT,IN,nse_inclexcl
2017-09-29,HONAUT,OUT,nse_inclexcl
2018-04-02,HONAUT,IN,nse_inclexcl
1998-08-01,HONDAPOWER,IN,nse_inclexcl
2009-10-22,HONDAPOWER,OUT,nse_inclexcl
2018-04-02,HSCL,IN,nse_inclexcl
2022-05-04,HSCL,OUT,snapshot_diff
2026-05-30,HSCL,IN,snapshot_diff
2006-03-02,HTMEDIA,IN,nse_inclexcl
2018-06-29,HTMEDIA,OUT,nse_inclexcl
2008-01-01,HUBTOWN,IN,nse_inclexcl
2015-03-27,HUBTOWN,OUT,nse_inclexcl
2017-10-30,HUDCO,IN,nse_inclexcl
2026-05-30,HYUNDAI,IN,snapshot_diff
2024-02-26,IBREALEST,OUT,snapshot_diff
2026-05-30,IBULHSGFIN,OUT,snapshot_diff
2019-03-29,IBULLSLTD,IN,nse_inclexcl
2020-06-26,IBULLSLTD,OUT,nse_inclexcl
2022-05-04,IBVENTURES,OUT,snapshot_diff
1998-08-01,ICICI,IN,nse_inclexcl
2002-04-23,ICICI,OUT,nse_inclexcl
2026-05-30,ICICIAMC,IN,snapshot_diff
1999-02-03,ICICIBANK,IN,nse_inclexcl
2018-04-02,ICICIGI,IN,nse_inclexcl
2017-03-31,ICICIPRULI,IN,nse_inclexcl
2016-04-01,ICIL,IN,nse_inclexcl
2019-03-29,ICIL,OUT,nse_inclexcl
2022-05-04,ICIL,IN,snapshot_diff
2022-10-09,ICIL,OUT,snapshot_diff
2012-04-27,ICRA,IN,nse_inclexcl
2018-04-02,ICRA,OUT,nse_inclexcl
2019-03-29,ICRA,IN,nse_inclexcl
2022-05-04,ICRA,OUT,snapshot_diff
1998-08-01,IDBI,IN,nse_inclexcl
2007-09-24,IDEA,IN,nse_inclexcl
2006-02-03,IDFC,IN,nse_inclexcl
2015-05-29,IDFC,OUT,nse_inclexcl
2016-04-01,IDFC,IN,nse_inclexcl
2026-05-30,IDFC,OUT,snapshot_diff
2016-09-30,IDFCFIRSTB,IN,nse_inclexcl
2018-04-02,IEX,IN,nse_inclexcl
1998-08-01,IFBIND,IN,nse_inclexcl
2000-09-03,IFBIND,OUT,nse_inclexcl
2015-03-27,IFBIND,IN,nse_inclexcl
2015-09-28,IFBIND,OUT,nse_inclexcl
2016-04-01,IFBIND,IN,nse_inclexcl
2016-09-30,IFBIND,OUT,nse_inclexcl
2017-09-29,IFBIND,IN,nse_inclexcl
2024-02-26,IFBIND,OUT,snapshot_diff
1998-08-01,IFCI,IN,nse_inclexcl
2004-12-10,IFCI,OUT,nse_inclexcl
2009-10-22,IFCI,IN,nse_inclexcl
2022-05-04,IFCI,OUT,snapshot_diff
2026-05-30,IFCI,IN,snapshot_diff
2016-04-01,IGARASHI,IN,nse_inclexcl
2018-04-02,IGARASHI,OUT,nse_inclexcl
2026-05-30,IGIL,IN,snapshot_diff
2004-12-10,IGL,IN,nse_inclexcl
1998-08-01,IGPL,IN,nse_inclexcl
2002-03-29,IGPL,OUT,nse_inclexcl
2001-10-11,IGS,IN,nse_inclexcl
2008-01-28,IGS,OUT,nse_inclexcl
2017-06-23,IIFL,OUT,nse_inclexcl
2018-04-02,IIFL,IN,nse_inclexcl
2018-12-28,IIFL,OUT,nse_inclexcl
2019-09-27,IIFL,IN,nse_inclexcl
2023-04-04,IIFLWAM,OUT,snapshot_diff
2026-05-30,IKS,IN,snapshot_diff
2011-05-18,IL&FSENGG,IN,nse_inclexcl
2015-03-27,IL&FSENGG,OUT,nse_inclexcl
2015-09-28,IL&FSENGG,IN,nse_inclexcl
2016-04-01,IL&FSENGG,OUT,nse_inclexcl
2013-04-01,IL&FSTRANS,IN,nse_inclexcl
2019-03-29,IL&FSTRANS,OUT,nse_inclexcl
2015-09-28,IMAGICAA,IN,nse_inclexcl
2016-04-01,IMAGICAA,OUT,nse_inclexcl
2013-04-01,IMFA,IN,nse_inclexcl
2015-03-27,IMFA,OUT,nse_inclexcl
2026-05-30,INDGN,IN,snapshot_diff
1998-08-01,INDIAGLYCO,IN,nse_inclexcl
2002-09-19,INDIAGLYCO,OUT,nse_inclexcl
2006-03-02,INDIAGLYCO,IN,nse_inclexcl
2014-09-19,INDIAGLYCO,OUT,nse_inclexcl
2019-12-27,INDIAMART,IN,nse_inclexcl
2011-10-10,INDIANB,IN,nse_inclexcl
1998-08-01,INDIANCARD,IN,nse_inclexcl
2008-09-10,INDIANCARD,OUT,nse_inclexcl
2016-09-30,INDIGO,IN,nse_inclexcl
2022-05-04,INDIGOPNTS,IN,snapshot_diff
2026-05-30,INDIGOPNTS,OUT,snapshot_diff
2002-09-19,INDNIPPON,IN,nse_inclexcl
2008-09-10,INDNIPPON,OUT,nse_inclexcl
2016-04-01,INDOCO,IN,nse_inclexcl
2019-09-27,INDOCO,OUT,nse_inclexcl
2020-06-26,INDOCO,IN,nse_inclexcl
2023-04-04,INDOCO,OUT,snapshot_diff
1998-08-01,INDOGULF,IN,nse_inclexcl
2003-03-05,INDOGULF,OUT,nse_inclexcl
1998-08-01,INDORAMA,IN,nse_inclexcl
2003-05-23,INDORAMA,OUT,nse_inclexcl
2019-03-29,INDOSTAR,IN,nse_inclexcl
2022-05-04,INDOSTAR,OUT,snapshot_diff
2002-04-23,INDRAMEDCO,IN,nse_inclexcl
2014-09-19,INDRAMEDCO,OUT,nse_inclexcl
2005-04-25,INDSWFTLAB,IN,nse_inclexcl
2013-04-01,INDSWFTLAB,OUT,nse_inclexcl
1999-12-08,INDUSINDBK,IN,nse_inclexcl
2013-06-11,INDUSTOWER,IN,nse_inclexcl
2022-05-04,INDUSTOWER,IN,snapshot_diff
1998-08-01,INDYESTUF,IN,nse_inclexcl
2001-04-25,INDYESTUF,OUT,nse_inclexcl
2026-05-30,INFIBEAM,OUT,snapshot_diff
1998-08-01,INFOMEDIA,IN,nse_inclexcl
2006-08-10,INFOMEDIA,OUT,nse_inclexcl
2022-05-04,INFRATEL,OUT,snapshot_diff
1998-08-01,INFY,IN,nse_inclexcl
1998-08-01,INGERRAND,IN,nse_inclexcl
2017-03-31,INGERRAND,OUT,nse_inclexcl
2017-09-29,INGERRAND,IN,nse_inclexcl
2018-04-02,INGERRAND,OUT,nse_inclexcl
2020-06-26,INGERRAND,IN,nse_inclexcl
2022-05-04,INGERRAND,OUT,snapshot_diff
