date,symbol,action,source
2023-04-04,INGERRAND,IN,snapshot_diff
2026-05-30,INGERRAND,OUT,snapshot_diff
1999-02-03,INGVYSYABK,IN,nse_inclexcl
2015-02-02,INGVYSYABK,OUT,nse_inclexcl
2023-04-04,INOXLEISUR,OUT,snapshot_diff
2015-09-28,INOXWIND,IN,nse_inclexcl
2019-09-27,INOXWIND,OUT,nse_inclexcl
2026-05-30,INOXWIND,IN,snapshot_diff
2016-04-01,INTELLECT,IN,nse_inclexcl
2002-04-23,IOB,IN,nse_inclexcl
2002-07-09,IOC,IN,nse_inclexcl
1998-08-01,IONEXCHANG,IN,nse_inclexcl
2002-09-19,IONEXCHANG,OUT,nse_inclexcl
1998-08-01,IPCALAB,IN,nse_inclexcl
2009-03-27,IRB,IN,nse_inclexcl
2019-03-29,IRCON,IN,nse_inclexcl
2022-10-09,IRCON,OUT,snapshot_diff
2024-02-26,IRCON,IN,snapshot_diff
2020-06-26,IRCTC,IN,nse_inclexcl
2026-05-30,IREDA,IN,snapshot_diff
2022-05-04,IRFC,IN,snapshot_diff
2026-05-30,ISEC,OUT,snapshot_diff
1998-08-01,ITCHOTELS,IN,nse_inclexcl
2005-04-08,ITCHOTELS,OUT,nse_inclexcl
2026-05-30,ITCHOTELS,IN,snapshot_diff
2017-09-29,ITDC,IN,nse_inclexcl
2022-05-04,ITDC,OUT,snapshot_diff
1998-08-01,ITI,IN,nse_inclexcl
2004-12-10,ITI,OUT,nse_inclexcl
2017-09-29,ITI,IN,nse_inclexcl
2002-09-19,IVRCLINFRA,IN,nse_inclexcl
2016-04-01,IVRCLINFRA,OUT,nse_inclexcl
2002-01-17,J&KBANK,IN,nse_inclexcl
2022-05-04,J&KBANK,OUT,snapshot_diff
2026-05-30,J&KBANK,IN,snapshot_diff
2007-04-04,JAGRAN,IN,nse_inclexcl
2022-05-04,JAGRAN,OUT,snapshot_diff
2002-04-23,JAGSNPHARM,IN,nse_inclexcl
2007-09-24,JAGSNPHARM,OUT,nse_inclexcl
2011-12-07,JAIBALAJI,IN,nse_inclexcl
2013-04-01,JAIBALAJI,OUT,nse_inclexcl
2009-03-27,JAICORPLTD,IN,nse_inclexcl
2022-05-04,JAICORPLTD,OUT,snapshot_diff
2026-05-30,JAINREC,IN,snapshot_diff
2019-03-29,JAMNAAUTO,IN,nse_inclexcl
2026-05-30,JAMNAAUTO,OUT,snapshot_diff
1998-08-01,JAYSREETEA,IN,nse_inclexcl
2012-09-28,JAYSREETEA,OUT,nse_inclexcl
2026-07-25,JBCHEPHARM,OUT,snapshot_diff
2022-10-09,JBMA,IN,snapshot_diff
2022-05-04,JCHAC,OUT,snapshot_diff
1998-08-01,JDORGO,IN,nse_inclexcl
2000-09-03,JDORGO,OUT,nse_inclexcl
1998-08-01,JINDALPHOT,IN,nse_inclexcl
2002-09-19,JINDALPHOT,OUT,nse_inclexcl
2003-04-01,JINDALPHOT,IN,nse_inclexcl
2004-12-22,JINDALPHOT,OUT,nse_inclexcl
2003-08-04,JINDALPOLY,IN,nse_inclexcl
2013-07-17,JINDALPOLY,OUT,nse_inclexcl
2016-04-01,JINDALPOLY,IN,nse_inclexcl
2018-09-28,JINDALPOLY,OUT,nse_inclexcl
1998-08-01,JINDALSAW,IN,nse_inclexcl
2011-11-22,JINDALSAW,OUT,nse_inclexcl
2012-03-07,JINDALSAW,IN,nse_inclexcl
2016-04-29,JINDALSAW,OUT,nse_inclexcl
2017-09-29,JINDALSAW,IN,nse_inclexcl
2022-05-04,JINDALSAW,OUT,snapshot_diff
2024-02-26,JINDALSAW,IN,snapshot_diff
2001-04-25,JINDALSTEL,IN,nse_inclexcl
2023-04-04,JINDWORLD,IN,snapshot_diff
2024-02-26,JINDWORLD,OUT,snapshot_diff
2026-05-30,JIOFIN,IN,snapshot_diff
1998-08-01,JISLJALEQS,IN,nse_inclexcl
2000-12-20,JISLJALEQS,OUT,nse_inclexcl
2003-04-07,JISLJALEQS,IN,nse_inclexcl
2020-06-26,JISLJALEQS,OUT,nse_inclexcl
2015-03-27,JKCEMENT,IN,nse_inclexcl
2012-04-12,JKIL,IN,nse_inclexcl
2019-03-29,JKIL,OUT,nse_inclexcl
1998-08-01,JKLAKSHMI,IN,nse_inclexcl
2003-01-21,JKLAKSHMI,OUT,nse_inclexcl
2013-09-27,JKLAKSHMI,IN,nse_inclexcl
2026-05-30,JKLAKSHMI,OUT,snapshot_diff
2019-03-29,JKPAPER,IN,nse_inclexcl
2026-05-30,JKPAPER,OUT,snapshot_diff
1998-08-01,JKTYRE,IN,nse_inclexcl
2002-09-19,JKTYRE,OUT,nse_inclexcl
2011-03-25,JKTYRE,IN,nse_inclexcl
2022-05-04,JKTYRE,OUT,snapshot_diff
2026-05-30,JKTYRE,IN,snapshot_diff
2007-09-24,JMFINANCIL,IN,nse_inclexcl
2010-10-07,JPPOWER,IN,nse_inclexcl
2017-03-31,JPPOWER,OUT,nse_inclexcl
2017-09-29,JPPOWER,IN,nse_inclexcl
2019-03-29,JPPOWER,OUT,nse_inclexcl
2026-05-30,JPPOWER,IN,snapshot_diff
2005-02-21,JSL,IN,nse_inclexcl
2015-06-15,JSL,OUT,nse_inclexcl
2017-09-29,JSL,IN,nse_inclexcl
2022-10-09,JSLHISAR,OUT,snapshot_diff
2026-05-30,JSWCEMENT,IN,snapshot_diff
2026-05-30,JSWDULUX,IN,snapshot_diff
2010-05-26,JSWENERGY,IN,nse_inclexcl
2010-04-08,JSWHL,IN,nse_inclexcl
2017-03-31,JSWHL,OUT,nse_inclexcl
2026-05-30,JSWINFRA,IN,snapshot_diff
1998-08-01,JSWISPAT,IN,nse_inclexcl
2005-12-08,JSWISPAT,OUT,nse_inclexcl
2009-10-22,JSWISPAT,IN,nse_inclexcl
2013-06-11,JSWISPAT,OUT,nse_inclexcl
2004-12-10,JSWISPL,IN,nse_inclexcl
2015-09-28,JSWISPL,OUT,nse_inclexcl
2004-01-28,JSWSTEEL,IN,nse_inclexcl
2005-02-21,JSWSTEEL,OUT,nse_inclexcl
2005-10-06,JSWSTEEL,IN,nse_inclexcl
1998-08-01,JTEKTINDIA,IN,nse_inclexcl
2002-03-29,JTEKTINDIA,OUT,nse_inclexcl
2004-12-10,JTEKTINDIA,IN,nse_inclexcl
2013-04-01,JTEKTINDIA,OUT,nse_inclexcl
2014-03-28,JTEKTINDIA,IN,nse_inclexcl
2016-04-01,JTEKTINDIA,OUT,nse_inclexcl
2020-09-14,JTEKTINDIA,IN,nse_inclexcl
2022-05-04,JUBILANT,OUT,snapshot_diff
2010-10-07,JUBLFOOD,IN,nse_inclexcl
2022-05-04,JUBLINGREA,IN,snapshot_diff
2002-04-23,JUBLPHARMA,IN,nse_inclexcl
2002-09-19,JUBLPHARMA,OUT,nse_inclexcl
2003-09-09,JUBLPHARMA,IN,nse_inclexcl
2010-11-25,JUBLPHARMA,OUT,nse_inclexcl
2011-10-10,JUBLPHARMA,IN,nse_inclexcl
2022-05-04,JUBLPHARMA,IN,snapshot_diff
2014-03-28,JUSTDIAL,IN,nse_inclexcl
2026-05-30,JUSTDIAL,OUT,snapshot_diff
2026-05-30,JWL,IN,snapshot_diff
2014-02-28,JYOTHYLAB,IN,nse_inclexcl
2026-05-30,JYOTHYLAB,OUT,snapshot_diff
2026-05-30,JYOTICNC,IN,snapshot_diff
1998-08-01,JYOTISTRUC,IN,nse_inclexcl
2016-04-01,JYOTISTRUC,OUT,nse_inclexcl
1998-08-01,KAJARIACER,IN,nse_inclexcl
2002-10-11,KAKATCEM,IN,nse_inclexcl
2007-09-24,KAKATCEM,OUT,nse_inclexcl
2024-02-26,KALPATPOWR,OUT,snapshot_diff
2022-05-04,KALYANKJIL,IN,snapshot_diff
1998-08-01,KANSAINER,IN,nse_inclexcl
2026-05-30,KANSAINER,OUT,snapshot_diff
2001-08-31,KARURVYSYA,IN,nse_inclexcl
2024-02-26,KAYNES,IN,snapshot_diff
2002-11-11,KCP,IN,nse_inclexcl
2016-04-01,KCP,OUT,nse_inclexcl
2009-10-22,KEC,IN,nse_inclexcl
2019-03-29,KEI,IN,nse_inclexcl
1998-08-01,KENNAMET,IN,nse_inclexcl
2002-09-19,KENNAMET,OUT,nse_inclexcl
2019-12-27,KENNAMET,IN,nse_inclexcl
2020-06-26,KENNAMET,OUT,nse_inclexcl
2023-04-04,KENNAMET,IN,snapshot_diff
2024-02-26,KENNAMET,OUT,snapshot_diff
1998-08-01,KESORAMIND,IN,nse_inclexcl
2015-09-28,KESORAMIND,OUT,nse_inclexcl
2016-04-01,KESORAMIND,IN,nse_inclexcl
2018-09-28,KESORAMIND,OUT,nse_inclexcl
2023-04-04,KFINTECH,IN,snapshot_diff
2010-04-08,KGL,IN,nse_inclexcl
2014-03-28,KGL,OUT,nse_inclexcl
2022-05-04,KIMS,IN,snapshot_diff
2018-06-29,KIOCL,IN,nse_inclexcl
2019-09-27,KIOCL,OUT,nse_inclexcl
2006-09-13,KIRLOSBROS,IN,nse_inclexcl
2010-03-09,KIRLOSBROS,OUT,nse_inclexcl
2016-04-01,KIRLOSENG,IN,nse_inclexcl
2016-09-30,KIRLOSENG,OUT,nse_inclexcl
2019-03-29,KIRLOSENG,IN,nse_inclexcl
2020-06-26,KIRLOSENG,OUT,nse_inclexcl
2026-05-30,KIRLOSENG,IN,snapshot_diff
1998-08-01,KIRLOSIND,IN,nse_inclexcl
2010-04-15,KIRLOSIND,OUT,nse_inclexcl
2014-09-19,KITEX,IN,nse_inclexcl
2018-09-28,KITEX,OUT,nse_inclexcl
2013-09-27,KKCL,IN,nse_inclexcl
2016-04-01,KKCL,OUT,nse_inclexcl
2015-03-27,KNRCON,IN,nse_inclexcl
2016-04-01,KNRCON,OUT,nse_inclexcl
2017-03-31,KNRCON,IN,nse_inclexcl
2017-09-29,KNRCON,OUT,nse_inclexcl
2018-04-02,KNRCON,IN,nse_inclexcl
2026-05-30,KNRCON,OUT,snapshot_diff
1999-02-03,KOHINOOR,IN,nse_inclexcl
2011-03-25,KOHINOOR,OUT,nse_inclexcl
2013-09-27,KOLTEPATIL,IN,nse_inclexcl
2022-05-04,KOLTEPATIL,OUT,snapshot_diff
2002-09-19,KOPDRUGS,IN,nse_inclexcl
2006-03-02,KOPDRUGS,OUT,nse_inclexcl
1998-08-01,KOPRAN,IN,nse_inclexcl
2008-09-10,KOPRAN,OUT,nse_inclexcl
1998-08-01,KOTAKBANK,IN,nse_inclexcl
2002-03-29,KOTHARIPRO,IN,nse_inclexcl
2008-12-03,KOTHARIPRO,OUT,nse_inclexcl
2006-09-13,KPIL,IN,nse_inclexcl
2024-02-26,KPIL,IN,snapshot_diff
2002-09-19,KPITTECH,IN,nse_inclexcl
2018-09-28,KPITTECH,OUT,nse_inclexcl
2019-09-27,KPITTECH,IN,nse_inclexcl
2015-03-27,KPRMILL,IN,nse_inclexcl
2015-09-28,KRBL,IN,nse_inclexcl
2026-05-30,KRBL,OUT,snapshot_diff
2000-02-16,KREBSBIO,IN,nse_inclexcl
2002-07-09,KREBSBIO,OUT,nse_inclexcl
1998-08-01,KSB,IN,nse_inclexcl
2016-04-01,KSB,OUT,nse_inclexcl
2016-09-30,KSB,IN,nse_inclexcl
2017-03-31,KSB,OUT,nse_inclexcl
2020-06-26,KSB,IN,nse_inclexcl
2022-05-04,KSB,OUT,snapshot_diff
2023-04-04,KSB,IN,snapshot_diff
2026-05-30,KSB,OUT,snapshot_diff
2013-09-27,KSCL,IN,nse_inclexcl
2022-05-04,KSCL,OUT,snapshot_diff
1998-08-01,KSL,IN,nse_inclexcl
2001-12-07,KSL,OUT,nse_inclexcl
2022-05-04,KTKBANK,OUT,snapshot_diff
2012-04-27,KWALITY,IN,nse_inclexcl
2013-04-01,KWALITY,OUT,nse_inclexcl
2016-04-01,KWALITY,IN,nse_inclexcl
2018-09-28,KWALITY,OUT,nse_inclexcl
2026-05-30,L&TFH,OUT,snapshot_diff
2016-09-30,LALPATHLAB,IN,nse_inclexcl
2015-02-02,LAOPALA,IN,nse_inclexcl
2017-03-31,LAOPALA,OUT,nse_inclexcl
2020-06-26,LAOPALA,IN,nse_inclexcl
2022-05-04,LAOPALA,OUT,snapshot_diff
2022-05-04,LATENTVIEW,IN,snapshot_diff
2017-05-26,LAURUSLABS,IN,nse_inclexcl
2026-05-30,LAXMIMACH,OUT,snapshot_diff
2018-09-28,LEMONTREE,IN,nse_inclexcl
2022-05-04,LEMONTREE,OUT,snapshot_diff
2023-04-04,LEMONTREE,IN,snapshot_diff
2026-05-30,LENSKART,IN,snapshot_diff
2004-12-10,LGBBROSLTD,IN,nse_inclexcl
2008-05-21,LGBBROSLTD,OUT,nse_inclexcl
2015-03-27,LGBBROSLTD,IN,nse_inclexcl
2016-04-01,LGBBROSLTD,OUT,nse_inclexcl
2026-05-30,LGEINDIA,IN,snapshot_diff
1998-08-01,LICHSGFIN,IN,nse_inclexcl
2022-10-09,LICI,IN,snapshot_diff
1998-08-01,LINDEINDIA,IN,nse_inclexcl
2016-04-01,LINDEINDIA,OUT,nse_inclexcl
2016-09-30,LINDEINDIA,IN,nse_inclexcl
2017-03-31,LINDEINDIA,OUT,nse_inclexcl
2017-09-29,LINDEINDIA,IN,nse_inclexcl
2018-04-02,LINDEINDIA,OUT,nse_inclexcl
2018-09-28,LINDEINDIA,IN,nse_inclexcl
2026-05-30,LLOYDSME,IN,snapshot_diff
1998-08-01,LMW,IN,nse_inclexcl
2022-05-04,LODHA,IN,snapshot_diff
2012-04-27,LOVABLE,IN,nse_inclexcl
2015-03-27,LOVABLE,OUT,nse_inclexcl
1998-08-01,LT,IN,nse_inclexcl
2004-05-24,LT,OUT,nse_inclexcl
2004-11-18,LT,IN,nse_inclexcl
2012-03-09,LTF,IN,nse_inclexcl
2026-05-30,LTF,IN,snapshot_diff
2026-05-30,LTFOODS,IN,snapshot_diff
2023-04-04,LTI,OUT,snapshot_diff
2023-04-04,LTIM,IN,snapshot_diff
2026-05-30,LTIM,OUT,snapshot_diff
2017-03-31,LTM,IN,nse_inclexcl
2026-05-30,LTM,IN,snapshot_diff
2017-03-31,LTTS,IN,nse_inclexcl
1998-08-01,LUMAXIND,IN,nse_inclexcl
2009-10-22,LUMAXIND,OUT,nse_inclexcl
2002-09-19,LUPIN,IN,nse_inclexcl
2018-09-28,LUXIND,IN,nse_inclexcl
2026-05-30,LUXIND,OUT,snapshot_diff
2022-05-04,LXCHEM,IN,snapshot_diff
2026-05-30,LXCHEM,OUT,snapshot_diff
1998-08-01,M&M,IN,nse_inclexcl
2006-10-05,M&MFIN,IN,nse_inclexcl
2002-09-19,MADRASFERT,IN,nse_inclexcl
2004-12-10,MADRASFERT,OUT,nse_inclexcl
1998-08-01,MADURACOAT,IN,nse_inclexcl
2003-04-25,MADURACOAT,OUT,nse_inclexcl
1998-08-01,MAFATIND,IN,nse_inclexcl
2000-12-13,MAFATIND,OUT,nse_inclexcl
2019-03-29,MAHABANK,IN,nse_inclexcl
2024-02-26,MAHINDCIE,OUT,snapshot_diff
2001-12-07,MAHLIFE,IN,nse_inclexcl
2017-03-31,MAHLIFE,OUT,nse_inclexcl
2022-10-09,MAHLIFE,IN,snapshot_diff
2026-05-30,MAHLIFE,OUT,snapshot_diff
2018-09-28,MAHLOG,IN,nse_inclexcl
2024-02-26,MAHLOG,OUT,snapshot_diff
1998-08-01,MAHSCOOTER,IN,nse_inclexcl
2009-03-27,MAHSCOOTER,OUT,nse_inclexcl
2013-09-27,MAHSCOOTER,IN,nse_inclexcl
2016-04-01,MAHSCOOTER,OUT,nse_inclexcl
2019-03-29,MAHSCOOTER,IN,nse_inclexcl
2022-05-04,MAHSCOOTER,OUT,snapshot_diff
1998-08-01,MAHSEAMLES,IN,nse_inclexcl
2016-04-01,MAHSEAMLES,OUT,nse_inclexcl
2019-03-29,MAHSEAMLES,IN,nse_inclexcl
2022-05-04,MAHSEAMLES,OUT,snapshot_diff
2002-09-19,MANALIPETC,IN,nse_inclexcl
2006-09-28,MANALIPETC,OUT,nse_inclexcl
2016-04-01,MANAPPURAM,IN,nse_inclexcl
1998-08-01,MANGLMCEM,IN,nse_inclexcl
2001-10-11,MANGLMCEM,OUT,nse_inclexcl
2013-09-27,MANINDS,IN,nse_inclexcl
2014-07-28,MANINDS,OUT,nse_inclexcl
2012-06-18,MANINFRA,IN,nse_inclexcl
2014-09-19,MANINFRA,OUT,nse_inclexcl
2024-02-26,MANKIND,IN,snapshot_diff
2022-10-09,MANYAVAR,IN,snapshot_diff
2026-05-30,MANYAVAR,OUT,snapshot_diff
2022-05-04,MAPMYINDIA,IN,snapshot_diff
1998-08-01,MARALOVER,IN,nse_inclexcl
2007-09-24,MARALOVER,OUT,nse_inclexcl
1998-08-01,MARICO,IN,nse_inclexcl
2013-11-01,MARICO,OUT,nse_inclexcl
2014-05-12,MARICO,IN,nse_inclexcl
2015-03-27,MARKSANS,IN,nse_inclexcl
2018-09-28,MARKSANS,OUT,nse_inclexcl
1998-08-01,MARNITPOLY,IN,nse_inclexcl
2002-04-23,MARNITPOLY,OUT,nse_inclexcl
2004-03-01,MARUTI,IN,nse_inclexcl
2018-04-02,MASFIN,IN,nse_inclexcl
2022-05-04,MASFIN,OUT,snapshot_diff
1998-08-01,MASTEK,IN,nse_inclexcl
2015-03-27,MASTEK,OUT,nse_inclexcl
2022-05-04,MASTEK,IN,snapshot_diff
2026-05-30,MASTEK,OUT,snapshot_diff
2022-05-04,MAXHEALTH,IN,snapshot_diff
1998-08-01,MAXIND,IN,nse_inclexcl
2015-09-28,MAXIND,OUT,nse_inclexcl
2017-03-16,MAXIND,IN,nse_inclexcl
2019-12-27,MAXIND,OUT,nse_inclexcl
2015-03-27,MAYURUNIQ,IN,nse_inclexcl
2017-03-31,MAYURUNIQ,OUT,nse_inclexcl
2022-05-04,MAZDOCK,IN,snapshot_diff
2015-02-02,MBLINFRA,IN,nse_inclexcl
2016-04-01,MBLINFRA,OUT,nse_inclexcl
2026-05-30,MCDOWELL-N,OUT,snapshot_diff
2007-04-04,MCLEODRUSS,IN,nse_inclexcl
2019-03-29,MCLEODRUSS,OUT,nse_inclexcl
2019-09-27,MCX,IN,nse_inclexcl
2023-04-04,MEDANTA,IN,snapshot_diff
2022-05-04,MEDPLUS,IN,snapshot_diff
2026-05-30,MEDPLUS,OUT,snapshot_diff
2026-05-30,MEESHO,IN,snapshot_diff
2006-03-02,MERCATOR,IN,nse_inclexcl
2016-04-01,MERCATOR,OUT,nse_inclexcl
1998-08-01,METALFORGE,IN,nse_inclexcl
1999-09-08,METALFORGE,OUT,nse_inclexcl
2015-09-28,METALFORGE,IN,nse_inclexcl
2016-04-01,METALFORGE,OUT,nse_inclexcl
2022-05-04,METROBRAND,IN,snapshot_diff
2026-05-30,METROBRAND,OUT,snapshot_diff
2019-09-27,METROPOLIS,IN,nse_inclexcl
2026-05-30,METROPOLIS,OUT,snapshot_diff
2023-04-04,MFL,IN,snapshot_diff
2024-02-26,MFL,OUT,snapshot_diff
2016-09-30,MFSL,IN,nse_inclexcl
2017-01-23,MFSL,OUT,nse_inclexcl
2017-09-05,MFSL,IN,nse_inclexcl
2017-09-05,MFSL,IN,nse_inclexcl
2017-03-16,MGL,IN,nse_inclexcl
2013-09-27,MHRIL,IN,nse_inclexcl
2026-05-30,MHRIL,OUT,snapshot_diff
1998-08-01,MICRO,IN,nse_inclexcl
2010-04-06,MICRO,OUT,nse_inclexcl
2019-12-26,MIDHANI,IN,nse_inclexcl
2022-05-04,MIDHANI,OUT,snapshot_diff
2016-04-01,MINDACORP,IN,nse_inclexcl
2016-09-30,MINDACORP,OUT,nse_inclexcl
2017-03-31,MINDACORP,IN,nse_inclexcl
2022-05-04,MINDACORP,OUT,snapshot_diff
2024-02-26,MINDACORP,IN,snapshot_diff
2022-10-09,MINDAIND,OUT,snapshot_diff
2007-10-05,MINDTREE,IN,nse_inclexcl
2022-10-09,MINDTREE,OUT,snapshot_diff
1999-09-08,MIRZAINT,IN,nse_inclexcl
2011-03-25,MIRZAINT,OUT,nse_inclexcl
2013-09-27,MMTC,IN,nse_inclexcl
1998-08-01,MODERNWOOL,IN,nse_inclexcl
1999-02-03,MODERNWOOL,OUT,nse_inclexcl
1998-08-01,MODILUFT,IN,nse_inclexcl
1999-09-08,MODILUFT,OUT,nse_inclexcl
1998-08-01,MODIRUBBER,IN,nse_inclexcl
2002-11-11,MODIRUBBER,OUT,nse_inclexcl
1998-08-01,MODTHREAD,IN,nse_inclexcl
1999-02-03,MODTHREAD,OUT,nse_inclexcl
2013-01-23,MOIL,IN,nse_inclexcl
2023-04-04,MOIL,OUT,snapshot_diff
2001-04-25,MONSANTO,IN,nse_inclexcl
2018-04-02,MONSANTO,OUT,nse_inclexcl
2018-09-28,MONSANTO,IN,nse_inclexcl
2019-06-28,MONSANTO,OUT,nse_inclexcl
1998-08-01,MOREPENLAB,IN,nse_inclexcl
2005-06-29,MOREPENLAB,OUT,nse_inclexcl
2001-12-07,MOTHERSON,IN,nse_inclexcl
2022-10-09,MOTHERSON,IN,snapshot_diff
2022-05-04,MOTHERSUMI,OUT,snapshot_diff
2009-04-17,MOTILALOFS,IN,nse_inclexcl
2000-12-13,MPHASIS,IN,nse_inclexcl
2003-02-25,MPSLTD,IN,nse_inclexcl
2008-11-05,MPSLTD,OUT,nse_inclexcl
1998-08-01,MRF,IN,nse_inclexcl
1999-05-26,MRPL,IN,nse_inclexcl
2022-10-09,MSUMI,IN,snapshot_diff
2022-05-04,MTARTECH,IN,snapshot_diff
2026-05-30,MTARTECH,OUT,snapshot_diff
2013-09-27,MTEDUCARE,IN,nse_inclexcl
2016-04-01,MTEDUCARE,OUT,nse_inclexcl
1998-08-01,MTNL,IN,nse_inclexcl
2014-03-28,MTNL,OUT,nse_inclexcl
2016-04-01,MTNL,IN,nse_inclexcl
2018-09-28,MTNL,OUT,nse_inclexcl
2001-12-07,MUKTAARTS,IN,nse_inclexcl
2010-04-08,MUKTAARTS,OUT,nse_inclexcl
2004-04-12,MUNJALAU,IN,nse_inclexcl
2006-05-17,MUNJALAU,OUT,nse_inclexcl
1998-08-01,MUNJALSHOW,IN,nse_inclexcl
2002-09-19,MUNJALSHOW,OUT,nse_inclexcl
2003-01-21,MUNJALSHOW,IN,nse_inclexcl
2011-03-25,MUNJALSHOW,OUT,nse_inclexcl
2015-03-27,MUNJALSHOW,IN,nse_inclexcl
2016-04-01,MUNJALSHOW,OUT,nse_inclexcl
2012-04-27,MUTHOOTFIN,IN,nse_inclexcl
1998-08-01,NAHARINDUS,IN,nse_inclexcl
2001-04-25,NAHARINDUS,OUT,nse_inclexcl
1998-08-01,NAHARPOLY,IN,nse_inclexcl
2007-01-24,NAHARPOLY,OUT,nse_inclexcl
1998-08-01,NAHARSPING,IN,nse_inclexcl
2007-01-24,NAHARSPING,OUT,nse_inclexcl
2018-09-28,NAM-INDIA,IN,nse_inclexcl
2015-05-29,NATCOPHARM,IN,nse_inclexcl
1999-04-29,NATIONALUM,IN,nse_inclexcl
2008-01-28,NAUKRI,IN,nse_inclexcl
2004-03-15,NAVA,IN,nse_inclexcl
2016-04-01,NAVA,OUT,nse_inclexcl
2017-03-31,NAVA,IN,nse_inclexcl
2026-05-30,NAVA,IN,snapshot_diff
2016-09-30,NAVINFLUOR,IN,nse_inclexcl
2016-04-01,NAVKARCORP,IN,nse_inclexcl
2019-03-29,NAVKARCORP,OUT,nse_inclexcl
1998-08-01,NAVNETEDUL,IN,nse_inclexcl
2016-04-01,NAVNETEDUL,OUT,nse_inclexcl
2017-03-31,NAVNETEDUL,IN,nse_inclexcl
2018-04-02,NAVNETEDUL,OUT,nse_inclexcl
2022-05-04,NAZARA,IN,snapshot_diff
2026-05-30,NAZARA,OUT,snapshot_diff
2014-03-28,NBCC,IN,nse_inclexcl
2022-05-04,NBVENTURES,OUT,snapshot_diff
2004-12-10,NCC,IN,nse_inclexcl
2001-10-11,NDLVENTURE,IN,nse_inclexcl
2007-03-29,NDLVENTURE,OUT,nse_inclexcl
2002-08-13,NELCO,IN,nse_inclexcl
2012-04-27,NELCO,OUT,nse_inclexcl
1998-08-01,NEPCMICON,IN,nse_inclexcl
2009-03-27,NEPCMICON,OUT,nse_inclexcl
2018-04-02,NESCO,IN,nse_inclexcl
2022-10-09,NESCO,OUT,snapshot_diff
1998-08-01,NESTLEIND,IN,nse_inclexcl
2003-08-04,NESTLEIND,OUT,nse_inclexcl
2019-09-27,NESTLEIND,IN,nse_inclexcl
2026-05-30,NETWEB,IN,snapshot_diff
2011-10-10,NETWORK18,IN,nse_inclexcl
2020-06-26,NETWORK18,OUT,nse_inclexcl
2022-05-04,NETWORK18,IN,snapshot_diff
2026-05-30,NETWORK18,OUT,snapshot_diff
2026-05-30,NEULANDLAB,IN,snapshot_diff
2026-05-30,NEWGEN,IN,snapshot_diff
2002-04-23,NEXTMEDIA,IN,nse_inclexcl
2011-01-20,NEXTMEDIA,OUT,nse_inclexcl
2009-03-27,NFL,IN,nse_inclexcl
2012-04-27,NFL,OUT,nse_inclexcl
2017-09-29,NFL,IN,nse_inclexcl
2022-05-04,NFL,OUT,snapshot_diff
2016-09-30,NH,IN,nse_inclexcl
2010-04-06,NHPC,IN,nse_inclexcl
2018-09-28,NIACL,IN,nse_inclexcl
2008-02-15,NIITLTD,IN,nse_inclexcl
2016-04-01,NIITLTD,OUT,nse_inclexcl
2022-10-09,NIITLTD,IN,snapshot_diff
2023-04-04,NIITLTD,OUT,snapshot_diff
2022-05-04,NIITTECH,OUT,snapshot_diff
1999-09-08,NILKAMAL,IN,nse_inclexcl
2013-04-01,NILKAMAL,OUT,nse_inclexcl
2016-09-30,NILKAMAL,IN,nse_inclexcl
2022-05-04,NILKAMAL,OUT,snapshot_diff
1998-08-01,NIPPONDENS,IN,nse_inclexcl
2002-10-11,NIPPONDENS,OUT,nse_inclexcl
2026-05-30,NIVABUPA,IN,snapshot_diff
2001-12-07,NLCINDIA,IN,nse_inclexcl
2008-09-10,NMDC,IN,nse_inclexcl
2022-10-09,NMDC,OUT,snapshot_diff
2023-04-04,NMDC,IN,snapshot_diff
1998-08-01,NOCIL,IN,nse_inclexcl
2004-12-10,NOCIL,OUT,nse_inclexcl
2014-09-19,NOCIL,IN,nse_inclexcl
2016-04-01,NOCIL,OUT,nse_inclexcl
2022-05-04,NOCIL,IN,snapshot_diff
2024-02-26,NOCIL,OUT,snapshot_diff
2007-04-04,NOIDATOLL,IN,nse_inclexcl
2016-04-01,NOIDATOLL,OUT,nse_inclexcl
1998-08-01,NOVARTIND,IN,nse_inclexcl
2003-05-02,NOVARTIND,OUT,nse_inclexcl
2002-09-19,NRBBEARING,IN,nse_inclexcl
2011-10-10,NRBBEARING,OUT,nse_inclexcl
2024-02-26,NSLNISP,IN,snapshot_diff
2005-03-24,NTPC,IN,nse_inclexcl
2026-05-30,NTPCGREEN,IN,snapshot_diff
2026-05-30,NUVAMA,IN,snapshot_diff
2022-05-04,NUVOCO,IN,snapshot_diff
2022-05-04,NYKAA,IN,snapshot_diff
2011-04-21,OBEROIRLTY,IN,nse_inclexcl
2016-09-30,OCL,IN,nse_inclexcl
2017-01-23,OCL,OUT,nse_inclexcl
2002-04-23,OENCONNECT,IN,nse_inclexcl
2007-09-10,OENCONNECT,OUT,nse_inclexcl
2003-03-17,OFSS,IN,nse_inclexcl
2010-04-15,OIL,IN,nse_inclexcl
1998-08-01,OILCOUNTUB,IN,nse_inclexcl
1999-05-26,OILCOUNTUB,OUT,nse_inclexcl
2026-05-30,OLAELEC,IN,snapshot_diff
2022-10-09,OLECTRA,IN,snapshot_diff
2003-12-05,OMAXAUTO,IN,nse_inclexcl
2011-03-25,OMAXAUTO,OUT,nse_inclexcl
2008-11-05,OMAXE,IN,nse_inclexcl
