Date,Adj Close,Close,High,Low,Open,Volume
2009-01-02,589.795654296875,999.989990234375,1000.010009765625,999.989990234375,0.0,26352
2009-01-05,589.8074340820312,1000.010009765625,1000.010009765625,999.989990234375,0.0,37414
2009-01-06,589.8074340820312,1000.010009765625,1000.010009765625,999.989990234375,0.0,26663
2009-01-07,589.8074340820312,1000.010009765625,1000.010009765625,999.989990234375,0.0,65666
2009-01-09,589.8074340820312,1000.010009765625,1000.010009765625,999.989990234375,0.0,35361
2009-01-12,589.795654296875,999.989990234375,1000.010009765625,999.97998046875,0.0,181872
2009-01-13,589.795654296875,999.989990234375,1000.010009765625,999.989990234375,0.0,70224
2009-01-14,589.795654296875,999.989990234375,1000.010009765625,999.989990234375,0.0,22520
2009-01-15,589.8074340820312,1000.010009765625,1000.0999755859375,999.989990234375,0.0,143970
2009-01-16,589.795654296875,999.989990234375,1000.010009765625,999.989990234375,0.0,60337
2009-01-19,589.8074340820312,1000.010009765625,1000.010009765625,999.989990234375,0.0,47903
2009-01-20,589.8013305664062,1000.0,1000.010009765625,999.989990234375,0.0,37345
2009-01-21,589.8074340820312,1000.010009765625,1000.010009765625,999.989990234375,0.0,82969
2009-01-22,589.795654296875,999.989990234375,1000.010009765625,999.989990234375,0.0,27272
2009-01-23,589.795654296875,999.989990234375,1000.010009765625,999.989990234375,0.0,28792
2009-01-27,589.8074340820312,1000.010009765625,1002.0,999.989990234375,0.0,38421
2009-01-28,589.795654296875,999.989990234375,1000.0,999.989990234375,0.0,74766
2009-01-29,589.795654296875,999.989990234375,1000.010009765625,999.989990234375,0.0,24142
2009-01-30,589.8074340820312,1000.010009765625,1000.010009765625,999.989990234375,0.0,33844
2009-02-02,589.8074340820312,1000.010009765625,1000.010009765625,999.989990234375,0.0,125140
2009-02-03,589.8074340820312,1000.010009765625,1000.010009765625,999.989990234375,0.0,77317
2009-02-04,589.795654296875,999.989990234375,1000.010009765625,999.989990234375,0.0,13335
2009-02-05,589.8074340820312,1000.010009765625,1000.010009765625,999.989990234375,0.0,35346
2009-02-06,589.795654296875,999.989990234375,1000.010009765625,999.989990234375,0.0,39489
2009-02-09,589.8074340820312,1000.010009765625,1000.010009765625,999.989990234375,0.0,45663
2009-02-10,589.795654296875,999.989990234375,1000.010009765625,999.989990234375,0.0,54486
2009-02-11,589.795654296875,999.989990234375,1000.010009765625,999.989990234375,0.0,56878
2009-02-12,589.8074340820312,1000.010009765625,1000.010009765625,999.989990234375,0.0,37667
2009-02-13,589.8074340820312,1000.010009765625,1000.010009765625,995.0,0.0,35398
2009-02-16,589.8074340820312,1000.010009765625,1000.010009765625,999.989990234375,0.0,42728
2009-02-17,589.795654296875,999.989990234375,1000.010009765625,999.989990234375,0.0,41840
2009-02-18,589.8074340820312,1000.010009765625,1000.010009765625,999.989990234375,0.0,42332
2009-02-19,589.795654296875,999.989990234375,1000.010009765625,999.989990234375,0.0,49502
2009-02-20,589.8074340820312,1000.010009765625,1000.010009765625,999.989990234375,0.0,108392
2009-02-24,589.795654296875,999.989990234375,1000.010009765625,999.989990234375,0.0,21280
2009-02-25,589.795654296875,999.989990234375,1000.010009765625,999.989990234375,0.0,83369
2009-02-26,589.8074340820312,1000.010009765625,1000.010009765625,999.989990234375,0.0,83510
2009-02-27,589.8013305664062,1000.0,1000.010009765625,999.989990234375,0.0,64838
2009-03-02,589.795654296875,999.989990234375,1000.010009765625,999.989990234375,0.0,56096
2009-03-03,589.795654296875,999.989990234375,1000.010009765625,999.989990234375,0.0,96569
2009-03-04,589.795654296875,999.989990234375,1000.010009765625,999.989990234375,0.0,105967
2009-03-05,589.795654296875,999.989990234375,1000.010009765625,999.989990234375,0.0,76408
2009-03-06,589.795654296875,999.989990234375,1000.010009765625,999.989990234375,0.0,83436
2009-03-09,589.795654296875,999.989990234375,1000.010009765625,999.989990234375,0.0,62240
2009-03-12,589.795654296875,999.989990234375,1000.010009765625,851.0999755859375,0.0,97537
